Flights,Hotels,Activities,Restaurants,General,
"Hi Ahmed Khan,

Your JetBlue flight to New York City has been confirmed. Below are the details of your upcoming trip:

Flight Details:
- Passenger: Ahmed Khan
- Airline: JetBlue Airways
- Flight Number: B6 1045
- Departure: Boston Logan International Airport (BOS), October 20, 2024, 11:00 AM
- Arrival: LaGuardia Airport (LGA), October 20, 2024, 12:45 PM
- Seat: 8C (Extra Legroom)

For your convenience, you can check-in online 24 hours before your departure. If you have any questions or wish to make changes, please contact JetBlue support.

Safe travels!  
JetBlue Team  
[Contact Information]","Subject: Reservation Confirmed – Hilton Midtown

Dear Emily Brown,

Your reservation at the Hilton Midtown has been confirmed.

Arrival: June 1, 2023
Departure: June 5, 2023
Room Type: Premium Suite
Reservation ID: 98765432
Number of Guests: 2 Adults, 1 Child
Additional Info: Early Check-in Requested

Thank you for booking with us.

Sincerely,
Hilton Midtown Reservations","Subject: Broadway Show Ticket Confirmation - Hamilton

Dear John Smith,

Thank you for purchasing your tickets to Hamilton at the Richard Rodgers Theatre.

Performance Date: March 7, 2023
Performance Time: 7:00 PM
Seats: Orchestra Row B, Seats 12-14
Reservation Number: HAM123456

Enjoy the show!

Best regards,
Broadway Tickets NYC","Subject: Dinner Reservation Confirmation at Per Se

Hi Thomas Green,

Your reservation at Per Se has been confirmed.

Reservation Date: April 22, 2023
Reservation Time: 8:00 PM
Party Size: 4 Persons
Reservation Number: PS654321
Special Requests: Celebration cake

Thank you, and see you soon.

Best regards,
Per Se Management","Hello Sara, 

 

Thank you for completing the NYC Internship Experience Survey. We have received your submission and appreciate your input.

 

Congratulations on completing your internship! To continue supporting your career journey, check out the resources, events, and job postings available on teamNYC.",
"Hello Jasmine Wright,

Thank you for choosing Southwest Airlines! Your flight from Denver to New York City is confirmed. Please see the details below:

Booking Information:
- Passenger Name: Jasmine Wright
- Airline: Southwest Airlines
- Flight Number: WN 529
- Departure: Denver International Airport (DEN), October 25, 2024, 7:30 AM
- Arrival: LaGuardia Airport (LGA), October 25, 2024, 1:45 PM
- Fare Type: Wanna Get Away
- Seat: Open seating (choose upon boarding)

Remember to check-in 24 hours before your flight to secure your boarding position. We look forward to having you on board!

Best regards,  
Southwest Airlines  
[Contact Information]","Subject: Your Stay at The Bowery Hotel - Confirmation

Dear Michael Johnson,

Thank you for booking your stay at The Bowery Hotel.

Check-in Date: July 20, 2023
Check-out Date: July 23, 2023
Room Type: Superior Queen Room
Reservation Number: BOW12345
Guests: 2 Adults
Additional Requests: Late check-out, Extra pillows

We look forward to your visit.

Warm Regards,
The Bowery Hotel Reservations Team","Subject: Statue of Liberty and Ellis Island Tour Confirmation

Hello Alice Johnson,

Thank you for booking your tour to the Statue of Liberty and Ellis Island with us.

Tour Date: April 16, 2023
Tour Time: 9:30 AM
Meeting Point: Battery Park, Castle Clinton
Reservation Number: LIB987654
Guests: 2 Adults

We look forward to seeing you!

Best,
NYC Tours","Subject: Your Reservation at Gramercy Tavern

Dear Linda Martinez,

We are pleased to confirm your reservation at Gramercy Tavern.

Date: May 15, 2023
Time: 6:00 PM
Party Size: 3 Persons
Reservation Number: GT987654
Special Requests: Vegetarian menu

Looking forward to your visit.

Best,
Gramercy Tavern Team",,
"Dear Priya Kapoor,

We are pleased to confirm your British Airways flight to New York City. Please find your flight details below:

Flight Itinerary:
- Passenger Name: Priya Kapoor
- Airline: British Airways
- Flight Number: BA 117
- Departure: London Heathrow Airport (LHR), October 18, 2024, 9:00 AM
- Arrival: John F. Kennedy International Airport (JFK), October 18, 2024, 12:45 PM
- Class: Premium Economy
- Seat: 15D

Please visit our website for online check-in, baggage information, or flight status updates. We hope you have a wonderful journey with British Airways.

Warm regards,  
British Airways Team  
[Contact Information]","Subject: Your Reservation at Park Central Hotel NYC

Dear Jessica Davis,

We are excited to have you stay at Park Central Hotel.

Arrival Date: August 5, 2023
Departure Date: August 10, 2023
Room Type: Classic Double Room
Booking Confirmation: PCH67890
Number of Guests: 3 Adults
Special Requests: Connecting rooms requested

Have a pleasant stay!

Best,
Park Central Hotel NYC","Subject: Central Park Horse and Carriage Ride Reservation

Dear Emily Brown,

We are pleased to confirm your Central Park Horse and Carriage Ride reservation.

Date: May 20, 2023
Time: 5:00 PM
Duration: 45 minutes
Meeting Point: Central Park South, 59th Street
Reservation Number: CP1234567
Guests: 2 Adults, 1 Child

We hope you enjoy your ride!

Warm regards,
Central Park Carriage Company","Subject: Nobu Fifty Seven Reservation Confirmation

Hello James Brown,

Your table at Nobu Fifty Seven has been booked.

Reservation Date: June 20, 2023
Reservation Time: 7:45 PM
Guests: 4 Persons
Booking Reference: NOB456789
Special Requests: None

We look forward to providing you with an exquisite dining experience.

Best regards,
Nobu Fifty Seven
",,
"Dear Ethan Davis,

Your Spirit Airlines flight has been confirmed. Below are the details of your upcoming trip to New York:

Flight Details:
- Name: Ethan Davis
- Airline: Spirit Airlines
- Flight Number: NK 905
- Departure: Orlando International Airport (MCO), November 5, 2024, 8:30 AM
- Arrival: Newark Liberty International Airport (EWR), November 5, 2024, 11:45 AM
- Seat: 28A (Standard)

Please note that baggage fees apply and can be paid in advance on our website. We recommend checking in online 24 hours before departure.

Thank you for flying with Spirit Airlines!

Best regards,  
Spirit Airlines  
[Contact Information]","Subject: Reservation Confirmation - The Ritz-Carlton New York

Hi Robert Miller,

We're pleased to confirm your stay at The Ritz-Carlton New York, Central Park.

Check-in: September 2, 2023
Check-out: September 6, 2023
Room: City View Suite
Reservation Number: RC98765
Guests: 2 Adults
Additional Notes: Champagne on arrival

We're looking forward to hosting you.

Regards,
The Ritz-Carlton New York, Central Park Team
","Subject: Museum of Modern Art (MoMA) Ticket Confirmation

Hi Robert Miller,

Thank you for purchasing your ticket to the Museum of Modern Art (MoMA).

Visit Date: June 10, 2023
Entry Time: 11:00 AM
Ticket Type: General Admission
Reservation Number: MOMA890123
Guests: 1 Adult

Enjoy your visit!

Best regards,
MoMA Ticketing Team","Subject: Restaurant Booking Confirmed - Daniel

Dear Christine Walker,

Thank you for your reservation at Daniel.

Date: July 30, 2023
Time: 8:30 PM
Party Size: 2 Persons
Reservation ID: DAN456123
Additional Notes: Birthday celebration

We look forward to making your evening special.

Sincerely,
Daniel Reservations Team
",,
"Hello Sarah Johnson,

Your flight reservation with Alaska Airlines to New York City has been confirmed. Please review your itinerary below:

Flight Details:
- Passenger: Sarah Johnson
- Airline: Alaska Airlines
- Flight Number: AS 834
- Departure: Seattle-Tacoma International Airport (SEA), October 19, 2024, 6:10 AM
- Arrival: John F. Kennedy International Airport (JFK), October 19, 2024, 2:30 PM
- Seat: 14B (Economy Class)

We encourage you to check-in online and download your boarding pass before arriving at the airport. Feel free to contact us if you need any further assistance.

Thank you for flying with Alaska Airlines.

Best regards,  
Alaska Airlines  
[Contact Information]","Subject: Your Reservation at The Langham, New York, Fifth Avenue

Dear Sarah Wilson,

Thank you for choosing The Langham, New York, Fifth Avenue.

Check-in Date: October 10, 2023
Check-out Date: October 15, 2023
Room Type: Executive Room with City View
Booking ID: LANG54321
Guests: 1 Adult
Special Requests: Quiet room, Early check-in

We look forward to your stay.

Best regards,
The Langham, New York, Fifth Avenue","Subject: Dinner Cruise Reservation Confirmation

Dear Sarah Wilson,

Thank you for reserving your spot on our New York Harbor Dinner Cruise.

Cruise Date: July 12, 2023
Boarding Time: 6:30 PM
Departure Time: 7:00 PM
Boarding Location: Pier 83, Hudson River
Reservation Number: CRUISE567890
Guests: 2 Adults
Special Requests: Vegetarian meal

See you on board!

Best,
NYC Dinner Cruises","Subject: Confirmation for Your Reservation at Balthazar

Hi Kevin Lee,

We are happy to confirm your table at Balthazar.

Reservation Date: August 15, 2023
Reservation Time: 7:00 PM
Party Size: 5 Persons
Reservation Number: BAL789012
Special Requests: Gluten-free options

We look forward to your visit.

Warm regards,
Balthazar Restaurant",,
"Subject: Your Flight Booking Confirmation

Dear John,

Your flight from New York to San Francisco is confirmed. Below are your flight details:

Flight Number: AA1234
Departure Date: October 3, 2024
Departure Time: 9:45 AM
Arrival Time: 12:30 PM
We look forward to having you on board.

Best regards,
American Airlines","Subject: Hotel Reservation Confirmed - The Greenwich Hotel

Dear David Martinez,

Your stay at The Greenwich Hotel is confirmed.

Check-in Date: November 11, 2023
Check-out Date: November 14, 2023
Room Type: Corner Suite
Reservation Number: GREEN25987
Guests: 2 Adults
Special Requests: Allergy-free room

Looking forward to your visit.

Best,
The Greenwich Hotel Team","Subject: NYC Helicopter Tour Booking Confirmation

Dear David Martinez,

We are excited to confirm your NYC Helicopter Tour.

Tour Date: August 24, 2023
Tour Time: 3:00 PM
Duration: 30 minutes
Meeting Point: Downtown Manhattan Heliport, Pier 6
Reservation Number: HELI345678
Guests: 1 Adult

Prepare for an unforgettable experience!

Best regards,
NYC Helicopter Tours","Subject: Your Table Reservation at The Spice Route is Confirmed!

Dear Emily,

Your table reservation at The Spice Route is confirmed with the following details:

Reservation Date: February 14, 2025
Time: 5:00 PM
Number of Guests: 2
This is for a romantic Valentine’s Day dinner, and we’ll have a special menu prepared just for the occasion.

We look forward to hosting you.

Best regards,
The Spice Route",,
"Dear Emily,

We are happy to confirm your upcoming flight from Los Angeles to Tokyo. Here are your flight details:
Confirmation Code: 72632JSNWB9
Flight Number: JL5678
Departure Date: November 12, 2024
Departure Time: 11:30 PM
Arrival Time: 5:15 AM (November 14, 2024)
Thank you for choosing Japan Airlines. We look forward to welcoming you on board.

Best regards,
Japan Airlines","Subject: Hotel Reservation Confirmed

Dear Sarah,

Thank you for choosing The Grand Palace Hotel. Your reservation has been confirmed with the following details:

Check-in Date: October 15, 2024
Check-out Date: October 18, 2024
Room Type: Deluxe King Room
Number of Guests: 2
Your booking code is GP12345. Please have it ready at check-in.

We look forward to your stay.

Best regards,
The Grand Palace Hotel","Subject: Your Booking is Confirmed: Hot Air Balloon Ride Adventure on the Horizon!

Dear Mia,

Thank you for choosing us for your Hot Air Balloon Ride! Here are the details for your soaring adventure:

Activity: Hot Air Balloon Ride
Date: January 14, 2025
Time: 6:00 AM (Sunrise ride!)
Location: Valley Fields, Launch Site 5
What to expect: A complimentary champagne toast after landing! Your booking code is HA2374. Make sure to dress warmly – the early mornings can be chilly up there.

We can’t wait to take you to new heights!

Warm winds,
Sky High Ballooning
","Subject: Restaurant Reservation Confirmed at The Green Fork

Dear David,

Your table reservation at The Green Fork is confirmed with the following details:

Reservation Date: January 5, 2025
Time: 1:00 PM
Number of Guests: 3
We’re thrilled that you’re joining us for a business lunch meeting. Please let us know if you need any special arrangements.

We look forward to hosting you.

Best regards,
The Green Fork",,
"Dear Alex,

Your booking for the flight from London to Paris has been successfully confirmed. Please find the details of your flight below:
Confirmation Code: JNE287DJJ
Flight Number: BA2468
Departure Date: September 28, 2024
Departure Time: 8:20 AM
Arrival Time: 10:00 AM
We are pleased to have you as our passenger.

Warm regards,
British Airways","Subject: Your Hotel Reservation is Confirmed

Dear Robert,

We are pleased to confirm your reservation at Oceanview Resort. Here are the details of your stay:

Check-in Date: November 5, 2024
Check-out Date: November 10, 2024
Room Type: Oceanfront Suite
Number of Guests: 3
Your room, Sunset Suite, offers an unobstructed view of the ocean. Your reservation code is OV56789.

Thank you for choosing us. We look forward to making your stay memorable.

Kind regards,
Oceanview Resort

","Subject: Your Thrilling Ziplining Over the Forest Awaits – Booking Confirmed!

Hi Chris,

It’s official – your spot for Ziplining Over the Forest is confirmed! Here’s a sneak peek:

Activity: Ziplining
Date: September 22, 2024
Time: 2:00 PM
Location: Redwood Adventure Park
Get ready for the thrill of your life! A complimentary video recording of your ride is included. Your reservation number is ZP1298. Don’t forget to wear closed-toe shoes and comfortable clothing!

We’ll see you up in the trees!

Take flight,
Redwood Adventure Team

","Subject: Your Reservation at La Bella Vita is Confirmed!

Dear Sarah,

Your table reservation at La Bella Vita is confirmed with the following details:

Reservation Date: December 10, 2024
Time: 8:00 PM
Number of Guests: 5
This reservation is for a family reunion, and we’re excited to accommodate your gathering!

We look forward to hosting you.

Best regards,
La Bella Vita

",,
"Subject: Flight Confirmation: Your Journey is Set

Dear Sophia,

We’re pleased to inform you that your flight from Chicago to Miami has been confirmed. Below are your travel details:

Flight Number: UA7890
Departure Date: December 5, 2024
Departure Time: 3:15 PM
Arrival Time: 6:50 PM
We look forward to having you fly with us.

Kind regards,
United Airlines","Subject: Hotel Booking Confirmation

Dear Emily,

Your reservation at Mountain Lodge has been confirmed with the following details:

Check-in Date: December 20, 2024
Check-out Date: December 25, 2024
Room Type: Family Cabin
Number of Guests: 4
We’ve reserved a parking spot for you, and your booking ID is ML89321.

We look forward to welcoming you.

Best regards,
Mountain Lodge","Subject: Your Guided Scuba Diving is Locked In – Here’s What’s Next!

Hey Jess,

Your Guided Scuba Diving trip is all set! Here’s what you need to know:

Activity: Scuba Diving
Date: December 4, 2024
Time: 9:00 AM
Location: Coral Bay Dive Center
Important: Your free underwater photo package is included! All equipment is provided, but feel free to bring your own if preferred. Your confirmation code is SD4532.

We’re excited to help you explore the deep blue!

Dive deep,
Coral Bay Dive Adventures
","Subject: Restaurant Reservation Confirmed at The Green Fork

Dear David,

Your table reservation at The Green Fork is confirmed with the following details:

Reservation Date: January 5, 2025
Time: 1:00 PM
Number of Guests: 3
We’re thrilled that you’re joining us for a business lunch meeting. Please let us know if you need any special arrangements.

We look forward to hosting you.

Best regards,
The Green Fork",,
"Subject: Your Flight is Confirmed

Dear Michael,

Your flight from Sydney to Singapore is booked and confirmed. Here are the details for your upcoming trip:
Confirmation Code: NJKN89327
Flight Number: SQ5432
Departure Date: January 14, 2025
Departure Time: 7:30 AM
Arrival Time: 1:00 PM
We are excited to have you on board soon.

Best regards,
Singapore Airlines","Subject: Reservation Confirmation for Your Stay

Dear Michael,

Thank you for booking with City Lights Hotel. Your stay is confirmed with the following details:

Check-in Date: January 8, 2025
Check-out Date: January 12, 2025
Room Type: Executive Suite
Number of Guests: 1
Please note that early check-in is available from 12:00 PM. Your reservation number is CL12892.

We can’t wait to host you.

Warm regards,
City Lights Hotel","Subject: Let the Fun Begin! Your Sunset Horseback Ride is Confirmed!

Dear Tom,

Get ready for an unforgettable experience! Your reservation for Sunset Horseback Ride is confirmed. Here are the highlights:

Activity: Horseback Riding
Date: November 12, 2024
Time: 5:30 PM (Just before sunset!)
Location: Ridgewood Ranch, Trail 2
Special Note: We’ve assigned you the horse “Thunder” – a gentle soul perfect for sunset rides. Your booking code is HB8921. Please arrive 30 minutes early for a brief orientation.

We’re thrilled to be part of your adventure!

Saddle up,
Ridgewood Ranch Experiences","Subject: Your Table Reservation at The Spice Route is Confirmed!

Dear Emily,

Your table reservation at The Spice Route is confirmed with the following details:

Reservation Date: February 14, 2025
Time: 5:00 PM
Number of Guests: 2
This is for a romantic Valentine’s Day dinner, and we’ll have a special menu prepared just for the occasion.

We look forward to hosting you.

Best regards,
The Spice Route",,
"Hello passenger, 

Let's get ready to travel! We look forward to welcoming you on board soon. To make everything easier, we have useful information to help you before and during your trip.

Confirmation code: LJVVNL

 	Arrive early and come prepared 	 
 
 	We recommend you arrive at the airport at least 2 hours before your scheduled departure for flights within the U.S. and 3 hours for international flights.	 
 
 	Before you go	 
 
 	 	 	Skip the line at the airport
Checking bags? Save time by adding bags online during check-in. At the airport kiosk, scan your boarding pass to print and tag your bags, then bring them to Bag Drop.	 
 
 	 	 	Travel updates
Check the latest travel and health restrictions by destination so you know what to expect.	 
 
 	 	 	Special assistance
Add special assistance when you manage your trip online. Request wheelchair service, state you’re traveling with a service animal or a pet in cabin, add information for an unaccompanied minor and more.	 
 
 	 	 	Travel with children
Learn about onboard seating, strollers, bassinets and more.	 
 
 	 	 	Chat with us
Have travel questions? Connect with us in a live chat session in the American app. When we're unavailable, you can also find quick answers with our 24 / 7 virtual assistant.	 
 
 	At the airport	 
 
 	 	 	Bag policies
Make your journey easier. Here's everything you need to know about our carry-on and checked bag policies.	 
 
 	On the plane	 
 
 	 	 	Free inflight entertainment
Watch movies, TV shows and more on your device for free in flight. Connect to inflight Wi-Fi and visit 'aainflight.com' or open our app.	 
 ","Subject: Your Hotel Reservation Has Been Confirmed

Dear Olivia,

We are excited to confirm your reservation at The Garden Inn. Below are your booking details:

Check-in Date: March 10, 2025
Check-out Date: March 14, 2025
Room Type: Junior Suite with Garden View
Number of Guests: 2
Your room, Rose Garden Suite, comes with complimentary breakfast. The booking reference is GI67345.

Thank you for choosing us. We look forward to your visit.

Best regards,
The Garden Inn","Subject: Adventure Awaits: Your Kayaking at Blue Lake is Booked!

Hi Amanda,

Exciting news! Your adventure for Kayaking at Blue Lake is locked in. Here’s everything you need to know:

Activity: Kayaking
Date: October 7, 2024
Time: 10:00 AM
Location: Blue Lake, Dock 3
Don’t forget to bring sunscreen and a sense of adventure! Your booking ID is KA7892. Parking is available on-site, and life jackets will be provided.

We can’t wait to see you there!

Paddle on,
Blue Lake Adventures","Hi Wei,


The following bookings have been confirmed:

4:15pm - 4:45pm Monday, April 1, 2024: CoLab N


Snell Library Study Space >> 1st Floor.

Please arrive on time. If you do not occupy the room within the first 15 minutes of the reservation start time, Library staff cannot guarantee your use of this space.



Directions:
CoLab N: All Snell Library CoLabs and group study spaces are located in the main Snell Library building. This CoLab is located on the first floor of Snell. Phone 617-373-8778 or visit the Help and Information Desk on the first floor of Snell Library for assistance locating the room!

To cancel this booking visit: https://northeastern.libcal.com/equipment/cancel?id=cs_zAN8nEiB

If you have questions about your reservation please email circulation@northeastern.edu.

Snell Library Study Space: Terms & Conditions

For the health and safety of others

Wipe down hard surfaces at the end of your reservation.
First Floor Group Study Rooms: Terms & Conditions

They may be reserved by currently enrolled undergraduate and graduate students for up to three hours at a time.
A student may make no more than one reservation per day, two reservations per week, up to 4 reservations in a two-week period.
Reservations may be made up to two weeks in advance.
Rooms may be reserved only during the library’s regular service hours, and are available as first-come, first-served during overnight study.
Please arrive on time. Reservations are considered void if your group has not arrived 15 minutes after the start of your reservation.",,
"Thank You
Your travel agent has confirmed that your trip has been booked. To see the details of your trip please click the “View Your Itinerary"" button below.

Reservation Number: JFF14E","Good afternoon Maria,

I look forward to seeing you tomorrow morning as we head to the Connors Center for the retreat. Below is your room number, and a confirmation of your bus pick-up location: 
Your Connors Center Room Number: 219
Your Local Motion Pick-up Location: Airport
Please plan to arrive at the airport by 9 AM tomorrow. Although the bus driver will wait a few minutes, it would be best not to take any chances!

Due to a high volume of communication and my need to organize a large number of materials for the retreat, I will be unable to respond to emails this evening and tomorrow morning. You are welcome, however, to text me as needed at 111-111-1111, or call me if an emergency arises.

See you tomorrow!

Warm regards,
Dr. Smith","Hi Wei,

Thanks so much for booking (Cambridge) WEB Onsite Rentals on Tuesday, September 3, 2024! We’re looking forward to having you.

Below are some details about your rental:

Start time: 2:00pm
Meeting location: 15 Broad Canal Way, Cambridge MA. Detailed directions and parking info can be found here: https://paddleboston.com/rentals/our-locations/cambridge-at-kendall-square/directions/
Sign a waiver before arriving and forward this email to members in your party to also sign their waiver.
You can reschedule your rental up to 2 hours before your activity online here.
Cancellation Policy: You must request a cancellation at least 12 hours notice of your desired rental time in order to receive a refund less a 10% administrative fee. You can reschedule up to two hours before the start of your reservation.
Equipment selected: (Cambridge) WEB Onsite Rentals: 1x Tandem Kayak (for two people) - up to 1.5 Hours
Please remember that if you need to cancel or reschedule the activity for any reason, just reply to this email or call 781-249-6101. Your booking confirmation number is B-3PPEXJR.

See you soon!",,,
"Hello Rukhsana,

Thanks for choosing Etihad!

Booking reference: 3UPQA8
24 Oct 2024
Etihad Airways (EY232)	
 	Confirmed	 
From Islamabad to Abu Dhabi
ISB	03 hrs 25 mins
 
04:35	Direct
24 Oct 2024
International
AUH
07:00
24 Oct 2024
Zayed International Airport
Terminal A
 
Cabin: Economy (E)
Aircraft: AIRBUS A320
24 Oct 2024
Etihad Airways (EY3)	
 	Confirmed	 
From Abu Dhabi to New York
AUH	14 hrs 05 mins
 
10:50	Direct
24 Oct 2024
Zayed International Airport
Terminal A
JFK
16:55
24 Oct 2024
John F Kennedy Intl
Terminal 4
 
Cabin: Economy (E)
Aircraft: BOEING 787-9
11 Nov 2024
Etihad Airways (EY4)	
 	Confirmed	 
From New York to Abu Dhabi
JFK	12 hrs 30 mins
 
22:00	Direct
11 Nov 2024
John F Kennedy Intl
Terminal 4
AUH
19:30 +1 day
12 Nov 2024
Zayed International Airport
Terminal A
",,"Hi John,

Thanks for signing up!

John
Book Signing @NYU 

Event details
Location:
https://www.nyu.edu/
Date and Time:
Jun 03 - 21, 2024, 12:00 AM | EDT",,,
"BLECTRONIC TICKET PASSENGER TRAVEL DOCUMENT

Turkish Airlines        
Turkish Airlines        Issue Date        :        Turkish Airlines        21NOV23 / 21NOV23
Turkish Airlines        Issued by / Issue        :        Turkish Airlines        ITT/IT/TURKISHAIRLINES
Turkish Airlines        Serial Number / Serial Number        :        Turkish Airlines        00006510
        
Passenger Name        :        Turkish Airlines        RYAN MARK
Turkish Airlines        Ticket Number / Ticket Number                2352208750898
Turkish Airlines        Reservation Number / Booking Ref                RD258T
",,"Hi Jo,

Your RSVP is confirmed for the event: The MET: Special Exhibition on May 15, 2024 11:00AM PDT. You can see details on your event and how to join below. For more information, visit the event page here.

How to join the event:

To join the event, show your ticket below at your event start time: May 15, 2024 11:00AM PDT. This will personally check you into the event.",,,
"Booking reference (PNR) - W7QY31
Booking status: - Confirmed
- Global Student Program Welcome Email/GSW3QT3NI
Dear Mr. Andrew Harnish,
Outbound flight

Islamabad                New York        Saturday,7 August 2021
Departure                 Arrival             


",,"Subject: Your Booking on 4/12/23 has been Modified

Dear Martin,

As per your request, your booking on April 12th, 2023 has been rescheduled to April 13, 2023. Here's your updated booking reference: 33ZO23B

Thanks for choosing us,
Big Apple Tour Experience Group",,,
